"","ID","aligncode","round1","target","condition","freq1","word","partner"
"491","36","1","1","médico","AA",15,"médico","out"
"492","36","0","1","melocotón","AA",0,"durazno","out"
"493","36","1","1","motocicleta","AA",20,"motocicleta","out"
"494","36","0","1","móvil","AA",0,"celular","out"
"495","36","1","1","patata","AA",0,"patata","out"
"496","36","0","1","pelota","AA",19,"balón","out"
"497","36","0","1","roedor","AA",0,"ratón","out"
"498","36","1","1","sapo","AA",10,"sapo","out"
"499","36","1","1","sudadera","AA",0,"sudadera","out"
"500","36","0","1","templo","AA",0,"casa","out"
"501","37","1","1","arma","AA",0,"arma","out"
"502","37","1","1","bañera","AA",19,"bañera","out"
"503","37","1","1","barriga","AA",0,"barriga","out"
"504","37","1","1","bolígrafo","AA",4,"bolígrafo","out"
"505","37","1","1","bombilla","AA",1,"bombilla","out"
"506","37","1","1","cigarrillo","AA",0,"cigarrillo","out"
"507","37","1","1","emparedado","AA",0,"emparedado","out"
"508","37","1","1","gafas","AA",0,"gafas","out"
"509","37","1","1","liebre","AA",0,"liebre","out"
"510","37","1","1","maní","AA",0,"maní","out"
"511","37","0","1","médico","AA",15,"doctor","out"
"512","37","1","1","melocotón","AA",0,"melocotón","out"
"513","37","1","1","motocicleta","AA",20,"motocicleta","out"
"514","37","1","1","móvil","AA",0,"móvil","out"
"515","37","1","1","patata","AA",0,"patata","out"
"516","37","1","1","pelota","AA",19,"pelota","out"
"517","37","1","1","roedor","AA",0,"roedor","out"
"518","37","1","1","sapo","AA",10,"sapo","out"
"519","37","1","1","sudadera","AA",0,"sudadera","out"
"520","37","1","1","templo","AA",0,"templo","out"
"521","38","0","1","arma","AA",0,"pistola","out"
"522","38","0","1","bañera","AA",19,"tina","out"
