,ID,target,answer,correct,condition,freq1,align
730,2413,templo,templo,CORRECT,AM,0,1
731,2414,templo,iglesia,CORRECT,AM,0,0
732,2419,templo,iglesia,CORRECT,AM,0,0
733,2420,templo,iglesia,CORRECT,AM,0,0
734,2421,templo,iglesia,CORRECT,AM,0,0
735,2424,templo,iglesia,CORRECT,AM,0,0
736,2426,templo,iglesia,CORRECT,AM,0,0
737,2427,templo,templo,CORRECT,AM,0,1
738,2428,templo,iglesia,CORRECT,AM,0,0
739,2429,templo,iglesia,CORRECT,AM,0,0
740,2430,templo,templo,CORRECT,AM,0,1
741,2431,templo,templo,CORRECT,AM,0,1
742,2432,templo,iglesia,CORRECT,AM,0,0
743,2433,templo,iglesia,CORRECT,AM,0,0
744,2434,templo,iglesia,CORRECT,AM,0,0
745,2435,templo,iglesia,CORRECT,AM,0,0
746,2436,templo,iglesia,CORRECT,AM,0,0
747,2438,templo,iglesia,CORRECT,AM,0,0
748,2440,templo,templo,CORRECT,AM,0,1
749,2441,templo,templo,CORRECT,AM,0,1
750,2442,templo,templo,CORRECT,AM,0,1
751,2443,templo,iglesia ,CORRECT,AM,0,0
752,2444,templo,templo,CORRECT,AM,0,1
753,2445,templo,templo,CORRECT,AM,0,1
754,2447,templo,iglesia,CORRECT,AM,0,0
755,2448,templo,iglesia,CORRECT,AM,0,0
756,149,arma,revolver,CORRECT,SM,0,0
757,149,banera,tina,CORRECT,SM,19,0
758,149,barriga,panza,CORRECT,SM,0,0
759,149,boligrafo,lapicero,CORRECT,SM,4,0
760,149,bombilla,foco,CORRECT,SM,1,0
761,149,cigarrillo,cigarro,CORRECT,SM,0,0
762,149,emparedado,sandwich,CORRECT,SM,0,0
763,149,gafas,lentes,CORRECT,SM,0,0
764,149,liebre,liebre,CORRECT,SM,0,1
765,149,mani,cacahuate,CORRECT,SM,0,0
766,149,medico,doctor,CORRECT,SM,15,0
767,149,melocoton,durazno,CORRECT,SM,0,0
768,149,motocicleta,motocicleta,CORRECT,SM,20,1
769,149,movil,telefono inteligente,CORRECT,SM,0,0
770,149,patata,papa,CORRECT,SM,0,0
771,149,pelota,balon,CORRECT,SM,19,0
772,149,roedor,raton,CORRECT,SM,0,0
773,149,sapo,rana,CORRECT,SM,10,0
774,149,sudadera,sueter,CORRECT,SM,0,0
775,149,templo,iglesia,CORRECT,SM,0,0
776,150,arma,arma,CORRECT,SM,0,1
777,150,banera,banera ,CORRECT,SM,19,0
778,150,barriga,barriga ,CORRECT,SM,0,0
779,150,boligrafo,boligrafo ,CORRECT,SM,4,0
780,150,bombilla,bombilla ,CORRECT,SM,1,0
781,150,cigarrillo,cigarillo ,CORRECT,SM,0,0
782,150,emparedado,emparedado ,CORRECT,SM,0,0
783,150,gafas,gafas,CORRECT,SM,0,1
784,150,liebre,liebre ,CORRECT,SM,0,0
785,150,mani,mani ,CORRECT,SM,0,0
786,150,medico,medico ,CORRECT,SM,15,0
787,150,melocoton,melocoton ,INCORRECT,SM,0,0
788,150,motocicleta,motocicleta ,CORRECT,SM,20,0
789,150,movil,movil,CORRECT,SM,0,1
790,150,patata,patata,CORRECT,SM,0,1
791,150,pelota,balon ,CORRECT,SM,19,0
792,150,roedor,roedor,CORRECT,SM,0,1
793,150,sapo,sapo,CORRECT,SM,10,1
794,150,sudadera,sudadera ,CORRECT,SM,0,0
795,150,templo,templo ,CORRECT,SM,0,0
796,151,arma,pistola,CORRECT,SM,0,0
797,151,banera,tina,CORRECT,SM,19,0
798,151,barriga,panza normal,CORRECT,SM,0,0
799,151,boligrafo,pluma,CORRECT,SM,4,0
800,151,bombilla,foco,CORRECT,SM,1,0
801,151,cigarrillo,cigarrillo,CORRECT,SM,0,1
802,151,emparedado,sandwich,CORRECT,SM,0,0
803,151,gafas,lentes,CORRECT,SM,0,0
804,151,liebre,conejo,CORRECT,SM,0,0
805,151,mani,cacahuate,CORRECT,SM,0,0
806,151,medico,doctor,CORRECT,SM,15,0
807,151,melocoton,durazno,CORRECT,SM,0,0
808,151,motocicleta,moto,CORRECT,SM,20,0
809,151,movil,telefono,CORRECT,SM,0,0
810,151,patata,papa,CORRECT,SM,0,0
811,151,pelota,balon,CORRECT,SM,19,0
812,151,roedor,raton,CORRECT,SM,0,0
813,151,sapo,sapo,CORRECT,SM,10,1
814,151,sudadera,sueter,CORRECT,SM,0,0
815,151,templo,templo,CORRECT,SM,0,1
816,152,arma,pistola,CORRECT,SM,0,0
817,152,banera,banera,CORRECT,SM,19,1
818,152,barriga,barriga,CORRECT,SM,0,1
819,152,boligrafo,boligrafo,CORRECT,SM,4,1
820,152,bombilla,bombilla,CORRECT,SM,1,1
821,152,cigarrillo,cigarrillo,CORRECT,SM,0,1
822,152,emparedado,emparedado,CORRECT,SM,0,1
823,152,gafas,gafas,CORRECT,SM,0,1
824,152,liebre,liebre,CORRECT,SM,0,1
825,152,mani,mani,CORRECT,SM,0,1
826,152,medico,medico,CORRECT,SM,15,1
827,152,melocoton,melocoton,CORRECT,SM,0,1
828,152,motocicleta,motocicleta,CORRECT,SM,20,1
829,152,movil,movil,CORRECT,SM,0,1
830,152,patata,patata,CORRECT,SM,0,1
831,152,pelota,pelota,CORRECT,SM,19,1
832,152,roedor,roedor,CORRECT,SM,0,1
833,152,sapo,sapo,CORRECT,SM,10,1
834,152,sudadera,sudadera,CORRECT,SM,0,1
835,152,templo,templo,CORRECT,SM,0,1
836,153,arma,pistola,CORRECT,SM,0,0
837,153,banera,tina,CORRECT,SM,19,0
838,153,barriga,panza,CORRECT,SM,0,0
839,153,boligrafo,pluma,CORRECT,SM,4,0
840,153,bombilla,foco,CORRECT,SM,1,0
841,153,cigarrillo,cigarro,CORRECT,SM,0,0
842,153,emparedado,sandwich,CORRECT,SM,0,0
843,153,gafas,lentes,CORRECT,SM,0,0
844,153,liebre,liebre,CORRECT,SM,0,1
845,153,mani,cacahuate,CORRECT,SM,0,0
846,153,medico,doctor,CORRECT,SM,15,0
847,153,melocoton,durazno,CORRECT,SM,0,0
848,153,motocicleta,moto,CORRECT,SM,20,0
849,153,movil,celular,CORRECT,SM,0,0
850,153,patata,papa,CORRECT,SM,0,0
851,153,pelota,balón,CORRECT,SM,19,0
852,153,roedor,raton,CORRECT,SM,0,0
853,153,sapo,rana,CORRECT,SM,10,0
854,153,sudadera,sueter,CORRECT,SM,0,0
855,153,templo,iglesia,CORRECT,SM,0,0
856,154,arma,arma,CORRECT,SM,0,1
857,154,banera,banera,CORRECT,SM,19,1
858,154,barriga,barriga,CORRECT,SM,0,1
859,154,boligrafo,boligrafo,CORRECT,SM,4,1
860,154,bombilla,lampara,CORRECT,SM,1,0
861,154,cigarrillo,cigarrillo,CORRECT,SM,0,1
862,154,emparedado,emparedado,CORRECT,SM,0,1
863,154,gafas,gafas,CORRECT,SM,0,1
864,154,liebre,liebre,CORRECT,SM,0,1
865,154,mani,mani,CORRECT,SM,0,1
866,154,medico,medico,CORRECT,SM,15,1
867,154,melocoton,melocoton,CORRECT,SM,0,1
868,154,motocicleta,motocicleta,CORRECT,SM,20,1
869,154,movil,movil,CORRECT,SM,0,1
870,154,patata,patata,CORRECT,SM,0,1
871,154,pelota,pelota,CORRECT,SM,19,1
872,154,roedor,roedor,CORRECT,SM,0,1
873,154,sapo,sapo,CORRECT,SM,10,1
874,154,sudadera,sudadera,CORRECT,SM,0,1
875,154,templo,templo,CORRECT,SM,0,1
876,155,arma,pistola,CORRECT,SM,0,0
877,155,banera,banera,CORRECT,SM,19,1
878,155,barriga,pansa,CORRECT,SM,0,0
879,155,boligrafo,boligrafo,CORRECT,SM,4,1
880,155,bombilla,bombilla,CORRECT,SM,1,1
881,155,cigarrillo,cigarrillo,CORRECT,SM,0,1
882,155,emparedado,emparedado,CORRECT,SM,0,1
883,155,gafas,lentes,CORRECT,SM,0,0
884,155,liebre,liebre,CORRECT,SM,0,1
885,155,mani,mani,CORRECT,SM,0,1
886,155,medico,doctor,CORRECT,SM,15,0
887,155,melocoton,melocoton,CORRECT,SM,0,1
888,155,motocicleta,motocicleta,CORRECT,SM,20,1
889,155,movil,movil,CORRECT,SM,0,1
890,155,patata,patata,CORRECT,SM,0,1
891,155,pelota,pelota,CORRECT,SM,19,1
892,155,roedor,roedor,CORRECT,SM,0,1
893,155,sapo,rana,CORRECT,SM,10,0
894,155,sudadera,sweter,CORRECT,SM,0,0
895,155,templo,templo,CORRECT,SM,0,1
896,156,arma,pistola,CORRECT,SM,0,0
897,156,banera,banera,CORRECT,SM,19,1
898,156,barriga,barriga,CORRECT,SM,0,1
899,156,boligrafo,pluma,CORRECT,SM,4,0
900,156,bombilla,foco,CORRECT,SM,1,0
901,156,cigarrillo,cigarro,CORRECT,SM,0,0
902,156,emparedado,sandwich,CORRECT,SM,0,0
903,156,gafas,lentes,CORRECT,SM,0,0
904,156,liebre,liebre,CORRECT,SM,0,1
905,156,mani,cacahuate,CORRECT,SM,0,0
906,156,medico,doctor,CORRECT,SM,15,0
907,156,melocoton,durazno,CORRECT,SM,0,0
908,156,motocicleta,motocicleta,CORRECT,SM,20,1
909,156,movil,celular,CORRECT,SM,0,0
910,156,patata,papa,CORRECT,SM,0,0
911,156,pelota,pelota,CORRECT,SM,19,1
912,156,roedor,ratón,CORRECT,SM,0,0
913,156,sapo,sapo,CORRECT,SM,10,1
914,156,sudadera,sueter,CORRECT,SM,0,0
915,156,templo,iglesia,CORRECT,SM,0,0
916,157,arma,pistola,CORRECT,SM,0,0
917,157,banera,banera,CORRECT,SM,19,1
918,157,barriga,barriga,CORRECT,SM,0,1
919,157,boligrafo,pluma,CORRECT,SM,4,0
920,157,bombilla,bomilla,CORRECT,SM,1,0
921,157,cigarrillo,cigarro,CORRECT,SM,0,0
922,157,emparedado,emparedado,CORRECT,SM,0,1
923,157,gafas,lentes,CORRECT,SM,0,0
924,157,liebre,liebre ,CORRECT,SM,0,0
925,157,mani,cacahuate ,CORRECT,SM,0,0
926,157,medico,medico,CORRECT,SM,15,1
927,157,melocoton,melocoton,CORRECT,SM,0,1
928,157,motocicleta,motocicleta,CORRECT,SM,20,1
929,157,movil,movil,CORRECT,SM,0,1
930,157,patata,papa,CORRECT,SM,0,0
931,157,pelota,pelota,CORRECT,SM,19,1
932,157,roedor,ratón,CORRECT,SM,0,0
933,157,sapo,sapo,CORRECT,SM,10,1
934,157,sudadera,sweater,CORRECT,SM,0,0
935,157,templo,iglesia,CORRECT,SM,0,0
936,158,arma,pistola,CORRECT,SM,0,0
937,158,banera,banera,CORRECT,SM,19,1
938,158,barriga,barriga,CORRECT,SM,0,1
939,158,boligrafo,pluma,CORRECT,SM,4,0
940,158,bombilla,bombilla,CORRECT,SM,1,1
941,158,cigarrillo,cigarro,CORRECT,SM,0,0
942,158,emparedado,sandwich,CORRECT,SM,0,0
943,158,gafas,gafas,CORRECT,SM,0,1
944,158,liebre,liebre,CORRECT,SM,0,1
945,158,mani,mani,CORRECT,SM,0,1
946,158,medico,medico,CORRECT,SM,15,1
947,158,melocoton,melocoton,CORRECT,SM,0,1
948,158,motocicleta,moto,CORRECT,SM,20,0
949,158,movil,celular,CORRECT,SM,0,0
950,158,patata,patata,CORRECT,SM,0,1
951,158,pelota,balon,CORRECT,SM,19,0
952,158,roedor,raton,CORRECT,SM,0,0
953,158,sapo,sapo,CORRECT,SM,10,1
954,158,sudadera,sudadera,CORRECT,SM,0,1
955,158,templo,templo,CORRECT,SM,0,1
956,159,arma,pistola,CORRECT,SM,0,0
957,159,banera,banera,CORRECT,SM,19,1
958,159,barriga,panza,CORRECT,SM,0,0
959,159,boligrafo,pluma,CORRECT,SM,4,0
960,159,bombilla,foco,CORRECT,SM,1,0
961,159,cigarrillo,cigarro ,CORRECT,SM,0,0
962,159,emparedado,emparedado ,CORRECT,SM,0,0
963,159,gafas,lentes,CORRECT,SM,0,0
964,159,liebre,conejo ,CORRECT,SM,0,0
965,159,mani,cacahuate ,CORRECT,SM,0,0
966,159,medico,doctor,CORRECT,SM,15,0
967,159,melocoton,melocoton ,CORRECT,SM,0,0
968,159,motocicleta,moto,CORRECT,SM,20,0
969,159,movil,celular,CORRECT,SM,0,0
970,159,patata,patata ,CORRECT,SM,0,0
971,159,pelota,balón,CORRECT,SM,19,0
972,159,roedor,ratón,CORRECT,SM,0,0
973,159,sapo,sapo,CORRECT,SM,10,1
974,159,sudadera,suéter ,CORRECT,SM,0,0
975,159,templo,iglesia,CORRECT,SM,0,0
976,160,arma,arma,CORRECT,SM,0,1
977,160,banera,banera,CORRECT,SM,19,1
978,160,barriga,barriga,CORRECT,SM,0,1
979,160,boligrafo,boligrafo,CORRECT,SM,4,1
980,160,bombilla,bombilla,CORRECT,SM,1,1
982,160,emparedado,emparedado,CORRECT,SM,0,1
983,160,gafas,gafas,CORRECT,SM,0,1
984,160,liebre,liebre,CORRECT,SM,0,1
985,160,mani,mani,CORRECT,SM,0,1
986,160,medico,medico,CORRECT,SM,15,1
987,160,melocoton,melocoton,CORRECT,SM,0,1
988,160,motocicleta,motocicleta,CORRECT,SM,20,1
989,160,movil,movil,CORRECT,SM,0,1
990,160,patata,papa,CORRECT,SM,0,0
991,160,pelota,pelota,CORRECT,SM,19,1
992,160,roedor,roedor,CORRECT,SM,0,1
993,160,sapo,sapo,CORRECT,SM,10,1
994,160,sudadera,sudadera,CORRECT,SM,0,1
995,160,templo,templo,CORRECT,SM,0,1
996,161,arma,pistola,CORRECT,SM,0,0
997,161,banera,banera,CORRECT,SM,19,1
998,161,barriga,barriga,CORRECT,SM,0,1
999,161,boligrafo,boligrafo,CORRECT,SM,4,1
1000,161,bombilla,bombilla,CORRECT,SM,1,1
1001,161,cigarrillo,cigarillo,CORRECT,SM,0,0
1002,161,emparedado,emparedado,CORRECT,SM,0,1
1003,161,gafas,lentes,CORRECT,SM,0,0
1004,161,liebre,liebre,CORRECT,SM,0,1
1005,161,mani,mani,CORRECT,SM,0,1
1006,161,medico,medico,CORRECT,SM,15,1
1007,161,melocoton,melocoton,CORRECT,SM,0,1
1008,161,motocicleta,motocicleta,CORRECT,SM,20,1
1009,161,movil,movil,CORRECT,SM,0,1
1010,161,patata,patata,CORRECT,SM,0,1
1011,161,pelota,balon,CORRECT,SM,19,0
1012,161,roedor,roedor,CORRECT,SM,0,1
1013,161,sapo,sapo,CORRECT,SM,10,1
1014,161,sudadera,sudadera,CORRECT,SM,0,1
1015,161,templo,templo,CORRECT,SM,0,1
1016,162,arma,arma,CORRECT,SM,0,1
1017,162,banera,banera,CORRECT,SM,19,1
1018,162,barriga,panza,CORRECT,SM,0,0
1019,162,boligrafo,boligrafo,CORRECT,SM,4,1
1020,162,bombilla,bombilla,CORRECT,SM,1,1
1021,162,cigarrillo,cigarro,CORRECT,SM,0,0
1022,162,emparedado,emparedado,CORRECT,SM,0,1
1023,162,gafas,gafas,CORRECT,SM,0,1
1024,162,liebre,liebre,CORRECT,SM,0,1
1025,162,mani,mani,CORRECT,SM,0,1
1026,162,medico,medico,CORRECT,SM,15,1
1027,162,melocoton,melocoton,CORRECT,SM,0,1
1028,162,motocicleta,motocicleta,CORRECT,SM,20,1
1029,162,movil,movil,CORRECT,SM,0,1
1030,162,patata,patata,CORRECT,SM,0,1
1031,162,pelota,balon,CORRECT,SM,19,0
1032,162,roedor,roedor,CORRECT,SM,0,1
1033,162,sapo,rana,CORRECT,SM,10,0
1034,162,sudadera,sudadera,CORRECT,SM,0,1
1035,162,templo,templo,CORRECT,SM,0,1
1036,163,arma,pistola,CORRECT,SM,0,0
1037,163,banera,tina,CORRECT,SM,19,0
1038,163,barriga,panza,CORRECT,SM,0,0
1039,163,boligrafo,pluma,CORRECT,SM,4,0
1040,163,bombilla,foco,CORRECT,SM,1,0
1041,163,cigarrillo,cigarro,CORRECT,SM,0,0
1042,163,emparedado,sándwich,CORRECT,SM,0,0
1043,163,gafas,lentes,CORRECT,SM,0,0
1044,163,liebre,conejo,CORRECT,SM,0,0
1045,163,mani,cacahuate,CORRECT,SM,0,0
1046,163,medico,medico,CORRECT,SM,15,1
1047,163,melocoton,durazno,CORRECT,SM,0,0
1048,163,motocicleta,moto,CORRECT,SM,20,0
1049,163,movil,celular,CORRECT,SM,0,0
1050,163,patata,papa,CORRECT,SM,0,0
1051,163,pelota,balón,CORRECT,SM,19,0
1052,163,roedor,ratón,CORRECT,SM,0,0
1053,163,sapo,rana,CORRECT,SM,10,0
1054,163,sudadera,suéter,CORRECT,SM,0,0
1055,163,templo,iglesia,CORRECT,SM,0,0
1056,164,arma,arma,CORRECT,SM,0,1
1057,164,banera,banera,CORRECT,SM,19,1
1058,164,barriga,barriga,CORRECT,SM,0,1
1059,164,boligrafo,pluma,CORRECT,SM,4,0
1060,164,bombilla,foco,CORRECT,SM,1,0
1061,164,cigarrillo,cigarrillo,CORRECT,SM,0,1
1062,164,emparedado,emparedado,CORRECT,SM,0,1
1063,164,gafas,lentes,CORRECT,SM,0,0
1064,164,liebre,liebre,CORRECT,SM,0,1
1065,164,mani,mani,CORRECT,SM,0,1
1066,164,medico,doctor,CORRECT,SM,15,0
1067,164,melocoton,melocoton,CORRECT,SM,0,1
1068,164,motocicleta,motocicleta,CORRECT,SM,20,1
1069,164,movil,movil,CORRECT,SM,0,1
1070,164,patata,patata,CORRECT,SM,0,1
1071,164,pelota,balon,CORRECT,SM,19,0
1072,164,roedor,rata,CORRECT,SM,0,0
1073,164,sapo,sapo,CORRECT,SM,10,1
1074,164,sudadera,sudadera,CORRECT,SM,0,1
1075,164,templo,templo,CORRECT,SM,0,1
1076,165,arma,arma,CORRECT,SM,0,1
1077,165,banera,banera,CORRECT,SM,19,1
1078,165,barriga,barriga,CORRECT,SM,0,1
1079,165,boligrafo,boligrafo,CORRECT,SM,4,1
1080,165,bombilla,bombilla,CORRECT,SM,1,1
1081,165,cigarrillo,cigarro,CORRECT,SM,0,0
1082,165,emparedado,emparedado,CORRECT,SM,0,1
1083,165,gafas,anteojos,CORRECT,SM,0,0
1084,165,liebre,conejo,CORRECT,SM,0,0
1085,165,mani,mani,CORRECT,SM,0,1
1086,165,medico,medico,CORRECT,SM,15,1
1087,165,melocoton,melocoton,CORRECT,SM,0,1
1088,165,motocicleta,motocicleta,CORRECT,SM,20,1
1089,165,movil,movil,CORRECT,SM,0,1
1090,165,patata,patata,CORRECT,SM,0,1
1091,165,pelota,pelota,CORRECT,SM,19,1
1092,165,roedor,roedor,CORRECT,SM,0,1
1093,165,sapo,sapo,CORRECT,SM,10,1
1094,165,sudadera,sudadera,CORRECT,SM,0,1
1095,165,templo,templo,CORRECT,SM,0,1
1096,166,arma,arma,CORRECT,SM,0,1
1097,166,banera,banera,CORRECT,SM,19,1
1098,166,barriga,barriga,CORRECT,SM,0,1
1099,166,boligrafo,boligrafo,CORRECT,SM,4,1
1100,166,bombilla,bombilla,CORRECT,SM,1,1
1101,166,cigarrillo,cigarrillo,CORRECT,SM,0,1
1102,166,emparedado,emparedado,CORRECT,SM,0,1
1103,166,gafas,gafas,CORRECT,SM,0,1
1104,166,liebre,liebre,CORRECT,SM,0,1
1105,166,mani,mani,CORRECT,SM,0,1
1106,166,medico,medico,CORRECT,SM,15,1
1107,166,melocoton,melocoton,CORRECT,SM,0,1
1108,166,motocicleta,moto,CORRECT,SM,20,0
1109,166,movil,movil,CORRECT,SM,0,1
1110,166,patata,papa,CORRECT,SM,0,0
1111,166,pelota,pelota,CORRECT,SM,19,1
1112,166,roedor,roedor,CORRECT,SM,0,1
1113,166,sapo,sapo,CORRECT,SM,10,1
1114,166,sudadera,sudadera,CORRECT,SM,0,1
1115,166,templo,templo,CORRECT,SM,0,1
1116,167,arma,arma,CORRECT,SM,0,1
1117,167,banera,banera,CORRECT,SM,19,1
1118,167,barriga,barriga,CORRECT,SM,0,1
1119,167,boligrafo,boligrafo,CORRECT,SM,4,1
1120,167,bombilla,foco,CORRECT,SM,1,0
1121,167,cigarrillo,cigarrillo,CORRECT,SM,0,1
1122,167,emparedado,sandwich,CORRECT,SM,0,0
1123,167,gafas,gafas,CORRECT,SM,0,1
1124,167,liebre,liebre,CORRECT,SM,0,1
1125,167,mani,mani,CORRECT,SM,0,1
1126,167,medico,medico,CORRECT,SM,15,1
1127,167,melocoton,melocoton,CORRECT,SM,0,1
1128,167,motocicleta,motocicleta,CORRECT,SM,20,1
1129,167,movil,celular,CORRECT,SM,0,0
1130,167,patata,patata,CORRECT,SM,0,1
1131,167,pelota,pelota,CORRECT,SM,19,1
1132,167,roedor,roedor,CORRECT,SM,0,1
1133,167,sapo,sapo,CORRECT,SM,10,1
1134,167,sudadera,sudadera,CORRECT,SM,0,1
1135,167,templo,iglesia,CORRECT,SM,0,0
1136,168,arma,arma,CORRECT,SM,0,1
1137,168,banera,banera,CORRECT,SM,19,1
1138,168,barriga,barriga,CORRECT,SM,0,1
1139,168,boligrafo,boligrafo,CORRECT,SM,4,1
1140,168,bombilla,bombilla,CORRECT,SM,1,1
1141,168,cigarrillo,cigarrillo,CORRECT,SM,0,1
1142,168,emparedado,emparedado,CORRECT,SM,0,1
1143,168,gafas,gafas,CORRECT,SM,0,1
1144,168,liebre,liebre,CORRECT,SM,0,1
1145,168,mani,mani,CORRECT,SM,0,1
1146,168,medico,medico,CORRECT,SM,15,1
1147,168,melocoton,melocoton,CORRECT,SM,0,1
1148,168,motocicleta,motocicleta,CORRECT,SM,20,1
1149,168,movil,movil,CORRECT,SM,0,1
1150,168,patata,patata,CORRECT,SM,0,1
1151,168,pelota,pelota,CORRECT,SM,19,1
1152,168,roedor,roedor,CORRECT,SM,0,1
1153,168,sapo,sapo,CORRECT,SM,10,1
1154,168,sudadera,sudadera,CORRECT,SM,0,1
1155,168,templo,templo,CORRECT,SM,0,1
1156,169,arma,pistola,CORRECT,SM,0,0
1157,169,banera,banera,CORRECT,SM,19,1
1158,169,barriga,barriga,CORRECT,SM,0,1
1159,169,boligrafo,boligrafo,CORRECT,SM,4,1
1160,169,bombilla,bombilla,CORRECT,SM,1,1
1161,169,cigarrillo,cigarrillo,CORRECT,SM,0,1
1162,169,emparedado,emparedado,CORRECT,SM,0,1
1163,169,gafas,gafas,CORRECT,SM,0,1
1164,169,liebre,liebre,CORRECT,SM,0,1
1165,169,mani,mani,CORRECT,SM,0,1
1166,169,medico,doctor,CORRECT,SM,15,0
1167,169,melocoton,melocoton,CORRECT,SM,0,1
1168,169,motocicleta,motocicleta,CORRECT,SM,20,1
1169,169,movil,movil,CORRECT,SM,0,1
1170,169,patata,patata,CORRECT,SM,0,1
1171,169,pelota,pelota,CORRECT,SM,19,1
1172,169,roedor,roedor,CORRECT,SM,0,1
1173,169,sapo,sapo,CORRECT,SM,10,1
1174,169,sudadera,sudadera,CORRECT,SM,0,1
1175,169,templo,templo,CORRECT,SM,0,1
1176,170,arma,pistola,CORRECT,SM,0,0
1177,170,banera,banera,CORRECT,SM,19,1
1178,170,barriga,panza,CORRECT,SM,0,0
1179,170,boligrafo,pluma,CORRECT,SM,4,0
1180,170,bombilla,foco,CORRECT,SM,1,0
1181,170,cigarrillo,cigarro,CORRECT,SM,0,0
1182,170,emparedado,sandwich,CORRECT,SM,0,0
1183,170,gafas,gafas,CORRECT,SM,0,1
1184,170,liebre,conejo,CORRECT,SM,0,0
1185,170,mani,cacahuate,CORRECT,SM,0,0
1186,170,medico,medico,CORRECT,SM,15,1
1187,170,melocoton,durazno,CORRECT,SM,0,0
1188,170,motocicleta,motocicleta,CORRECT,SM,20,1
1189,170,movil,celular,CORRECT,SM,0,0
1190,170,patata,papa,CORRECT,SM,0,0
1191,170,pelota,balon,CORRECT,SM,19,0
1192,170,roedor,raton,CORRECT,SM,0,0
1194,170,sudadera,sueter,CORRECT,SM,0,0
1195,170,templo,templo,CORRECT,SM,0,1
1196,173,arma,pistola,CORRECT,SM,0,0
1197,173,banera,banera,CORRECT,SM,19,1
1198,173,barriga,panza,CORRECT,SM,0,0
1199,173,boligrafo,pluma,CORRECT,SM,4,0
1200,173,bombilla,foco,CORRECT,SM,1,0
1201,173,cigarrillo,cigarro,CORRECT,SM,0,0
1202,173,emparedado,sandwich,CORRECT,SM,0,0
1203,173,gafas,lentes,CORRECT,SM,0,0
1204,173,liebre,liebre,CORRECT,SM,0,1
1205,173,mani,cacahuate,CORRECT,SM,0,0
1206,173,medico,doctor,CORRECT,SM,15,0
1207,173,melocoton,durazno,CORRECT,SM,0,0
1208,173,motocicleta,moto,CORRECT,SM,20,0
1209,173,movil,celular,CORRECT,SM,0,0
1210,173,patata,papa,CORRECT,SM,0,0
1211,173,pelota,pelota,CORRECT,SM,19,1
1212,173,roedor,raton,CORRECT,SM,0,0
1213,173,sapo,sapo,CORRECT,SM,10,1
1214,173,sudadera,sudadera,CORRECT,SM,0,1
1215,173,templo,templo,CORRECT,SM,0,1
1216,174,arma,arma,CORRECT,SM,0,1
1217,174,banera,banera,CORRECT,SM,19,1
1218,174,barriga,barriga,CORRECT,SM,0,1
1219,174,boligrafo,boligrafo,CORRECT,SM,4,1
1220,174,bombilla,bombilla,CORRECT,SM,1,1
1221,174,cigarrillo,cigarro,CORRECT,SM,0,0
1222,174,emparedado,sandwich,CORRECT,SM,0,0
1223,174,gafas,lentes,CORRECT,SM,0,0
1224,174,liebre,conejo,CORRECT,SM,0,0
1225,174,mani,cacahuate,CORRECT,SM,0,0
1226,174,medico,medico,CORRECT,SM,15,1
1227,174,melocoton,melocoton,CORRECT,SM,0,1
1228,174,motocicleta,motocicleta,CORRECT,SM,20,1
1229,174,movil,celular,CORRECT,SM,0,0
1230,174,patata,patata,CORRECT,SM,0,1
1231,174,pelota,pelota,CORRECT,SM,19,1
1232,174,roedor,raton,CORRECT,SM,0,0
1233,174,sapo,sapo,CORRECT,SM,10,1
1234,174,sudadera,sueter,CORRECT,SM,0,0
1235,174,templo,templo,CORRECT,SM,0,1
1236,175,arma,pistola,CORRECT,SM,0,0
1237,175,banera,banera,CORRECT,SM,19,1
1238,175,barriga,panza,CORRECT,SM,0,0
1239,175,boligrafo,pluma,CORRECT,SM,4,0
1240,175,bombilla,bombilla,CORRECT,SM,1,1
1241,175,cigarrillo,cigarro,CORRECT,SM,0,0
1242,175,emparedado,sándwich,CORRECT,SM,0,0
1243,175,gafas,lentes,CORRECT,SM,0,0
1244,175,liebre,conejo,CORRECT,SM,0,0
1245,175,mani,cacahuate,CORRECT,SM,0,0
1246,175,medico,medico,CORRECT,SM,15,1
1247,175,melocoton,durazno,CORRECT,SM,0,0
1248,175,motocicleta,moto,CORRECT,SM,20,0
1249,175,movil,celular,CORRECT,SM,0,0
1250,175,patata,papa,CORRECT,SM,0,0
1251,175,pelota,balón,CORRECT,SM,19,0
1252,175,roedor,ratón,CORRECT,SM,0,0
1253,175,sapo,sapo,CORRECT,SM,10,1
1254,175,sudadera,suéter,CORRECT,SM,0,0
1255,175,templo,iglesia,CORRECT,SM,0,0
1256,176,arma,arma,CORRECT,SM,0,1
1257,176,banera,banera,CORRECT,SM,19,1
1258,176,barriga,barriga,CORRECT,SM,0,1
1259,176,boligrafo,boligrafo,CORRECT,SM,4,1
1261,176,cigarrillo,cigarrillo,CORRECT,SM,0,1
1262,176,emparedado,emparedado,CORRECT,SM,0,1
1263,176,gafas,lentes,CORRECT,SM,0,0
1264,176,liebre,liebre,CORRECT,SM,0,1
1265,176,mani,mani,CORRECT,SM,0,1
1266,176,medico,medico,CORRECT,SM,15,1
1267,176,melocoton,melocoton,CORRECT,SM,0,1
1268,176,motocicleta,motocicleta,CORRECT,SM,20,1
1269,176,movil,teléfono,CORRECT,SM,0,0
1270,176,patata,patata,CORRECT,SM,0,1
1271,176,pelota,pelota,CORRECT,SM,19,1
1272,176,roedor,roedor,CORRECT,SM,0,1
1273,176,sapo,sapo,CORRECT,SM,10,1
